file_path,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
data/audio/Actor_04\03-01-03-02-02-01-04.wav,-540.2644,43.22235,-17.589552,1.1674359,-4.4971485,-2.3227499,-14.634726,-1.789489,-10.922587,-10.481071,-5.6814027,-3.5488997,-8.019908,-3.4214423,-8.372398,-2.3402288,-4.328148,-5.873084,-6.905195,-3.9964833,-3.6401186,-4.1501822,0.9827025,2.956877,2.5278473,2.317165,0.65581393,1.5750599,-1.2960818,2.0789309,2.6402583,3.1058457,2.0878005,0.7571972,-0.72206986,-0.95484746,-0.52185774,1.1653366,-0.001878366,0.69978523,happy
data/audio/Actor_04\03-01-03-02-02-02-04.wav,-481.32968,45.330578,-25.77842,-1.0444739,-6.865455,-1.4418141,-16.78976,-3.2724988,-14.649792,-11.086796,-3.743202,-4.352288,-9.171733,-6.9135413,-12.1333065,-0.11269545,-1.2371607,-2.2929819,-1.6778117,2.660309,2.3601332,2.0078444,5.312037,2.893063,2.7272708,3.4239137,1.0450052,2.3638594,-1.6088852,0.6726586,-1.1834254,-0.32860428,-0.62172174,-1.0667185,0.5833438,-0.4460902,-1.4248564,0.301939,-0.95934695,0.60570306,happy
data/audio/Actor_04\03-01-04-01-01-01-04.wav,-714.926,58.92017,-2.2613804,10.7485695,0.063996956,4.0580535,-10.326864,3.746149,-9.372711,-5.7699,-7.4116015,-5.204499,-3.6649158,-3.7844355,-7.8740916,-3.373395,-1.7017778,-3.6940856,-3.9224281,-4.6031303,-1.9936185,-2.2959836,-3.6168275,-1.463282,-2.5776742,-1.4213823,-0.9695252,-2.5948637,-1.9437296,-0.8398898,-0.38223514,-1.2571231,-0.20059833,-0.3432478,1.4594924,1.6927755,2.552501,2.2043128,1.5340887,2.490426,sad
data/audio/Actor_04\03-01-04-01-01-02-04.wav,-620.8028,50.96894,-11.089162,6.051006,-6.11395,0.4184348,-11.886858,0.07523179,-9.171984,-11.4118185,-5.8506474,-3.6563659,-5.5421343,-3.018563,-9.799433,-3.4101284,0.087907456,-4.4058676,-5.0793977,-0.024168778,0.91521883,-0.54842395,2.5329347,1.018882,0.64410436,1.6985089,1.1928673,2.6892395,2.257586,3.0133023,1.6200355,0.45451164,-2.1499622,-1.5217699,0.8995079,2.033462,0.56125736,0.7897216,-1.3639386,0.9563438,sad
data/audio/Actor_04\03-01-04-01-02-01-04.wav,-620.6483,51.693184,-13.691478,9.169415,-7.7159405,3.3060734,-16.740507,-0.47793278,-10.380008,-12.447655,-6.0122275,-6.0219464,-7.287868,-4.400038,-9.577848,-3.1064794,-1.6154534,-4.852478,-6.777629,-1.1973183,-2.4446266,-3.5547805,1.4572488,2.2112257,4.9749804,5.3036656,2.9943593,3.1601121,-0.58960277,1.1118987,0.061848078,-0.24129228,0.47557706,1.3062816,1.2923093,0.9166145,-2.4509535,-0.57036674,-1.1892167,-0.021794653,sad
data/audio/Actor_04\03-01-04-01-02-02-04.wav,-626.03076,40.31365,-14.831151,6.110169,-10.760503,1.0036303,-18.530842,-1.6004074,-9.732136,-13.919212,-5.1875024,-4.8113027,-7.581248,-3.8772025,-8.467671,-2.7491736,-1.2960798,-4.60119,-4.4106555,-0.6502682,-0.19125189,-1.6825961,3.8062077,4.782052,5.8424344,4.3726096,0.9557234,1.3641552,-1.6409122,0.80547714,0.9031713,1.9316183,0.7798217,-0.64399725,-1.1216956,-1.4987389,-2.4003754,1.0351644,0.20541342,1.0305414,sad
data/audio/Actor_04\03-01-04-02-01-01-04.wav,-565.69745,46.103344,-24.922596,1.46014,-7.8693585,-0.3392649,-17.838968,-4.9960194,-11.284071,-13.911072,-5.638132,-1.6299545,-6.687959,-2.2483726,-6.1573563,1.2278501,5.1272926,4.7135057,3.9930084,3.5545566,3.698906,1.0570364,3.4298315,3.6041985,-0.20726009,1.1601363,-2.7317235,0.5812071,-0.7913208,-0.008713122,-0.5193505,-1.8135815,-0.7397539,0.06864454,0.9055189,0.046470664,-2.2054174,-1.953872,1.1117046,-0.32432526,sad
data/audio/Actor_04\03-01-04-02-01-02-04.wav,-525.3172,37.81082,-19.1767,2.4001231,-9.788605,-3.312878,-13.756036,-1.5912617,-6.910181,-10.687585,-4.789828,-0.9323877,-2.836578,0.7073074,-1.8768038,4.5191145,8.966455,8.480148,6.6570616,5.323583,1.6108892,0.83731663,1.9740409,2.6693516,-0.7362571,-0.39142123,-0.5312023,1.4873426,-0.6545694,-0.51139385,-0.071583465,0.23161316,0.63270724,1.4012482,1.2490569,-0.037783347,-0.71646184,-0.009297775,1.0300637,0.57201016,sad
data/audio/Actor_04\03-01-04-02-02-01-04.wav,-479.5994,31.606533,-34.470085,-2.6496243,-14.19438,-5.0190835,-21.579617,-9.044331,-14.25628,-16.10836,-5.293347,-4.50399,-6.3209643,-0.47608766,0.7025739,9.987548,13.868305,6.43657,0.3575611,0.04866252,-3.1748185,-5.049564,0.38608637,1.6324174,-2.6089778,-1.8058583,-3.9568658,0.6998874,1.6383083,1.7697994,0.9213902,0.30336767,1.7933424,-0.34629416,-2.1240058,-1.9232595,-2.2938077,0.7222682,0.9990291,-2.742231,sad
data/audio/Actor_04\03-01-04-02-02-02-04.wav,-506.00177,37.360924,-30.697752,1.15774,-10.724967,-0.73509955,-21.256824,-4.7944293,-11.756956,-14.0519285,-5.895701,-6.4499445,-8.037617,-4.6098185,-6.474739,3.9030273,7.434172,7.728733,7.4629483,7.6722116,4.2813787,-1.7977325,-0.29281977,0.3284912,-1.5575476,-0.5032997,-2.4471905,-0.7594686,-1.4322474,0.8335633,0.760013,0.07575963,-0.39668998,2.272828,3.107516,1.5152025,-2.9754655,-2.3113432,0.5582695,0.54075146,sad
data/audio/Actor_04\03-01-05-01-01-01-04.wav,-585.7502,52.763435,-10.848471,5.0388365,-3.4996078,-2.764647,-9.978086,-1.51359,-9.520383,-9.057546,-5.0416927,-4.515839,-3.724873,-4.910316,-7.609563,-0.82052684,-4.042697,-7.279726,-5.1117845,-2.9424584,-2.0180547,-2.6977944,-2.4222503,0.97379607,0.2518637,-0.22672087,0.71654737,0.4730179,-0.94755477,1.2374766,-0.31182247,-0.6808354,-0.66129357,-0.7008524,0.5543445,1.5854324,1.7941834,1.110746,0.5889055,1.2507454,angry
data/audio/Actor_04\03-01-05-01-01-02-04.wav,-561.96045,47.473927,-13.251722,4.4711323,-4.5030093,-4.6049557,-10.232055,0.18582253,-8.08424,-9.680566,-3.9618137,-3.303894,-4.0507364,-2.840147,-7.450097,-0.036708314,-0.23244354,-3.4330747,-2.61346,0.21221986,-1.5203729,-2.9670432,-1.7684133,0.5978692,-0.7847821,-0.23429374,-0.36214858,0.008944539,-0.9581225,1.0909345,-0.033296123,0.1172372,0.019858457,1.3600141,3.2432904,1.4064949,0.30771,-0.453693,0.34961507,1.8704054,angry
data/audio/Actor_04\03-01-05-01-02-01-04.wav,-581.2424,45.47343,-13.178677,4.51052,-7.382491,-1.8964874,-13.71788,-0.9018184,-11.908792,-10.635847,-6.4171185,-4.5959134,-6.11122,-2.718498,-10.6340275,-2.7563963,-4.821651,-5.624801,-2.9891107,1.4618363,0.27061078,1.4550234,0.12773506,1.0588739,-1.0850458,-1.484833,0.088579796,2.2915926,1.6108859,3.5507555,0.99121964,0.6015796,-1.3031793,1.1443561,0.7897601,-0.428299,-1.8211529,-0.46794212,1.114119,2.8207383,angry
data/audio/Actor_04\03-01-05-01-02-02-04.wav,-605.29895,54.979652,-13.335759,6.3971453,-6.1841564,-2.4634278,-11.923446,-0.29316244,-12.15719,-9.66214,-5.599291,-3.4929156,-3.3241642,-4.735747,-8.359656,-1.3179873,-3.9434054,-4.710195,-4.993631,-3.1790864,-3.4631424,-4.8112855,-3.6986818,0.28316975,-2.726128,-1.9937418,0.70647067,-0.33216533,-0.8479891,0.502809,-0.9401423,0.9122561,1.9338568,2.6450887,3.2425687,2.5357413,1.5701977,0.41025537,0.19017264,1.3951353,angry
data/audio/Actor_04\03-01-05-02-01-01-04.wav,-434.078,36.961742,-23.049946,3.0066395,-9.176474,-5.6538963,-12.089823,4.5838404,-11.562513,-8.591844,-2.254698,-5.7823358,-5.214154,-1.1688265,-7.7636724,2.4976969,1.5485306,0.5869227,0.8934637,3.890876,1.560117,0.93113667,2.8326468,0.5045477,-0.6477134,2.9874344,3.4593298,4.445907,2.3082855,0.6829031,-1.7673737,0.43818268,-0.759328,0.04270531,0.20808187,-0.04365156,-0.66612834,0.2700297,0.14514269,0.75545335,angry
data/audio/Actor_04\03-01-05-02-01-02-04.wav,-458.08084,40.76658,-21.140192,4.420616,-9.136565,-6.276564,-12.101268,1.5584242,-11.671695,-10.561809,-2.9004004,-3.528738,-5.1100135,-0.01988897,-6.281399,3.0721338,1.3344622,-2.0839653,-2.4846995,1.4560674,-2.5368733,-2.8829982,0.16913153,-0.9941933,-1.2321064,0.036769897,0.25638214,0.61124307,1.3768111,4.158255,3.7589357,3.6874945,0.6765438,1.0597224,0.404613,-0.43272516,-0.8017451,1.223775,1.0026691,1.4803123,angry
data/audio/Actor_04\03-01-05-02-02-01-04.wav,-423.49173,31.004137,-22.148771,3.425736,-9.467512,-3.3779647,-17.521366,1.2703156,-14.5769005,-11.1318,-2.0783727,-4.462133,-4.3308268,-2.9781895,-10.246156,-0.11722232,-3.606272,-5.826836,-3.7333963,0.0646115,-1.4216518,1.6786972,3.0598047,1.8294317,1.0266248,3.0550172,2.40867,5.352373,3.4485912,4.5038567,-0.79926705,-0.22248235,-0.84552425,-0.58535796,-1.1811634,-1.103531,-1.1717578,-0.4704719,-0.9534923,0.29283834,angry
data/audio/Actor_04\03-01-05-02-02-02-04.wav,-477.797,31.894796,-23.476088,2.0521407,-16.8929,-7.158306,-16.534233,2.093184,-16.666027,-9.390957,-4.582633,-6.798019,-5.869928,-0.98923576,-7.952144,1.7052824,-1.7373593,-3.360427,-1.3351607,0.7774782,-2.5555654,1.6949993,2.0530834,0.6022819,2.1128516,3.2988336,1.9063951,5.443771,3.0205095,1.1937859,-0.35861546,0.65024847,-2.1548629,-0.6698758,0.80597484,0.19968644,-1.0953035,-0.31008846,-0.2820548,0.85705686,angry
data/audio/Actor_04\03-01-06-01-01-01-04.wav,-589.78467,48.458622,-17.03529,3.6782796,-7.4377565,-0.88238287,-10.65313,0.33379287,-10.826945,-13.163971,-6.807017,-2.859561,-5.5852356,-5.5721292,-7.976415,-2.1098118,-0.79672015,-3.795051,-3.977672,-2.1139102,-1.6495044,-2.639526,1.0952504,3.971775,3.2299154,5.341532,3.7027154,2.244259,0.5104456,1.3471099,0.5439943,1.8232611,1.1210928,0.6850129,0.1821413,-0.9840694,-1.9959799,-0.8244828,-1.031853,0.42708838,fearful
data/audio/Actor_04\03-01-06-01-01-02-04.wav,-572.09424,50.042564,-21.697388,4.1832895,-5.0425167,-0.8314681,-14.074545,-0.05043311,-10.486915,-10.856222,-6.2900615,-3.3590667,-6.9415164,-5.420521,-7.69008,-2.509901,-1.8004948,-4.62477,-4.7712693,-0.95223516,-0.557735,0.05929706,4.6390142,6.6600327,4.623721,4.41311,2.4998956,0.58916944,0.7432383,3.1439712,1.6901052,2.1772192,0.108221605,-1.8283519,-1.4639044,-1.6437035,-1.8643491,-0.04330034,-0.5123876,0.24739386,fearful
data/audio/Actor_04\03-01-06-01-02-01-04.wav,-584.62537,47.728268,-14.669302,4.112194,-5.6083713,1.6194792,-12.514425,-1.598217,-11.525728,-12.2675495,-6.1141276,-2.2879748,-7.767298,-4.2713075,-8.909457,-3.6316307,-2.465699,-4.8074493,-5.127159,-1.8255274,-2.8775003,-4.2814918,0.9419971,6.822234,6.2136855,8.750075,7.671234,4.860159,1.7387755,0.5045304,-1.4118006,1.1602247,0.4342898,0.025127154,-0.9819834,-1.9483322,-2.2249472,0.07332045,-0.84039533,-0.00082988385,fearful
data/audio/Actor_04\03-01-06-01-02-02-04.wav,-578.8705,45.900986,-12.976329,3.769631,-7.435761,0.31070638,-11.26998,-0.6254529,-9.921249,-11.898968,-7.7918725,-3.5014262,-6.5017447,-5.6132383,-8.670615,-3.681478,-2.424283,-4.5239925,-5.328402,-2.9326756,-1.6816971,-2.2294424,1.1586326,4.8619723,5.888947,8.132829,6.517888,4.3358088,1.5904112,2.224232,1.4548484,2.479625,0.25430936,-0.09456615,-1.286865,-1.9303913,-1.2405547,0.45369434,-0.82042885,-0.61733645,fearful
data/audio/Actor_04\03-01-06-02-01-01-04.wav,-442.46124,33.120922,-29.70545,7.6972427,-11.136109,3.3971584,-10.724293,0.6040794,-12.326486,-12.598688,-3.23745,0.54230195,-2.5151794,0.13705559,-0.7996572,12.814407,14.33948,6.1146426,-1.4114654,-2.6085024,-1.2545322,1.7921582,2.332925,1.4152154,-3.2367055,-0.9465005,-0.19841367,2.497187,2.8246589,1.945174,-1.15995,0.8418815,-0.0838897,-3.116694,-1.7467862,0.13357511,-2.0032432,0.40825617,-1.2807666,1.352873,fearful
data/audio/Actor_04\03-01-06-02-01-02-04.wav,-466.4921,36.0915,-21.330093,1.4909929,-10.0976,-2.3705316,-11.139613,0.04056845,-9.778443,-10.375284,-7.6365724,-4.51074,-6.151885,-1.3295494,-0.94095576,7.4168673,10.886752,7.8064055,2.5997257,0.38407868,-1.4759378,-0.7509755,3.0655532,2.2470524,-0.07537651,-0.25090227,-1.8549359,-0.6427072,-1.460841,0.6703094,0.58134323,1.992004,-0.24024364,-0.19854483,1.6939694,-1.0237023,-1.9418526,-0.2702155,-0.38508096,0.21343331,fearful
data/audio/Actor_04\03-01-06-02-02-01-04.wav,-456.83792,35.915585,-20.03597,0.9602468,-14.24059,-4.8589487,-13.391955,-2.4712825,-13.753416,-9.989329,-6.6431165,-5.802396,-7.1988344,-5.0531583,-5.6342187,4.738227,6.001571,2.9908545,0.63569015,5.4374843,1.4737245,1.281822,3.5918453,1.9042658,0.026499506,1.0220785,0.6745699,0.38594842,-0.07973453,0.51235723,-0.66719675,1.1500719,-1.6039501,-1.1944543,-0.41784483,-0.13524495,-1.1991653,-1.5653942,-1.7808421,0.28241882,fearful
data/audio/Actor_04\03-01-06-02-02-02-04.wav,-454.50644,32.319195,-18.824198,-0.7997936,-14.787984,-2.8052049,-15.612923,-2.1631317,-11.931265,-9.572286,-5.6335006,-4.5692396,-6.5413465,-3.1614273,-6.004368,3.8129737,3.4366405,3.7342157,3.2974102,7.049122,3.266278,1.1258268,5.1904397,2.382204,1.1013099,1.5366228,-0.19152169,1.3656263,0.26038137,1.1666745,-2.0254738,-0.45221713,0.06990286,0.97897476,-0.030183934,-1.3662151,-2.0710278,-0.014856207,1.1724486,0.5882131,fearful
data/audio/Actor_04\03-01-07-01-01-01-04.wav,-628.2414,59.146286,-3.4290037,7.125199,-4.9693146,2.9737241,-8.271731,1.3791875,-6.1414022,-5.632515,-8.136983,-2.4559796,-3.0034993,-4.071291,-6.867607,-1.0879474,-0.29550263,-5.295255,-4.810289,-2.1828144,-2.7204947,-2.0161197,-3.9688454,-2.2836444,-1.6739941,-1.8905908,-1.2473273,1.0053926,-1.877571,-0.5661089,0.59754837,-0.6831784,0.67845696,1.0368369,0.15922104,0.8544956,0.54794264,1.5663925,0.50613296,2.2207296,disgust
data/audio/Actor_04\03-01-07-01-01-02-04.wav,-623.5349,62.788006,-7.8990617,6.872773,-4.4656453,0.654919,-9.667309,-4.9473457,-10.507125,-8.48374,-7.2640786,-1.1004088,-4.9298115,-6.114228,-6.337615,-1.2200421,-1.8272525,-3.3107035,-3.4660609,0.16538568,-2.1211128,-3.2138703,-4.0037546,-3.0516257,-1.999428,0.2354818,1.5297735,3.5056105,2.1189365,4.1016293,2.484639,1.9107933,0.25891766,-0.942858,0.9395902,1.5744059,1.8512561,1.7235304,0.22499643,0.25579977,disgust
data/audio/Actor_04\03-01-07-01-02-01-04.wav,-607.0526,47.369076,-5.2597456,2.3479326,-6.79232,3.1112688,-12.387634,-1.5565336,-10.128783,-9.2807665,-5.2952495,-3.558451,-4.9606423,-4.8036075,-7.0360327,-1.1430136,-4.580277,-5.24716,-6.3605213,-1.8569329,-4.6437473,-3.8573923,-4.0103855,-3.5686042,-3.263668,-1.8940384,0.060816146,1.4084378,2.1673293,5.1694283,3.207298,3.371649,2.6707935,1.9821498,2.8810713,2.2067463,2.7363877,3.143464,1.7427554,1.9388961,disgust
data/audio/Actor_04\03-01-07-01-02-02-04.wav,-582.59906,40.560715,-6.2351985,4.637279,-4.030807,6.2688003,-11.810604,-0.63224274,-7.7551455,-6.4656096,-2.312574,-0.83323467,-4.8807116,-2.3378627,-4.970554,0.75365204,-2.0265915,-3.146005,-1.8894826,2.1769261,0.82270485,-0.34308273,-0.09068354,-0.6867619,-1.2547464,1.6754086,3.2701364,4.58459,7.0141425,8.721925,4.179973,5.009441,2.7874186,0.13742056,0.91632813,0.8913102,1.2854873,3.195866,1.8895117,1.8221478,disgust
data/audio/Actor_04\03-01-07-02-01-01-04.wav,-525.27374,43.546585,-10.552707,7.84151,-4.056153,0.1993181,-9.377732,0.2935078,-8.576916,-9.400686,-5.53306,-3.920709,-4.088529,-3.2454555,-6.857914,-1.0032834,-2.2688994,-5.1863713,-5.2904615,-3.1573524,-2.3760872,-1.9182892,-1.1046872,0.18771265,-0.653182,0.7925108,1.8914176,2.863838,3.5687523,5.069103,5.498612,4.1734047,3.2964337,2.577782,1.2696397,1.0257183,-0.13103908,0.29878846,-0.7766432,-0.002036967,disgust
data/audio/Actor_04\03-01-07-02-01-02-04.wav,-554.0527,47.178516,-11.127878,6.675734,-6.217259,-0.68556637,-8.4404335,-1.3440255,-6.809577,-7.748882,-8.001543,-3.0150523,-5.0041137,-3.0938723,-6.4293766,-2.5742908,-2.1606085,-5.467627,-5.501122,-3.706421,-4.190306,-4.9078636,-3.7993815,-3.3646636,-4.775624,-2.5221877,-2.4898157,-0.28802717,1.1671712,4.129504,5.138126,4.2912226,4.8726444,4.2273417,1.2487147,2.0026655,1.9812644,2.5486245,1.4183986,1.1197523,disgust
data/audio/Actor_04\03-01-07-02-02-01-04.wav,-576.4241,47.466667,-10.136213,3.4668016,-8.102889,1.3025728,-12.188063,-3.6243463,-11.2244,-13.746989,-9.409172,-3.2289064,-5.5875363,-7.4373035,-9.001656,-1.3522693,-2.0886695,-7.44686,-6.358498,-1.4450598,-4.4544473,-5.903499,-4.067604,-4.641455,-5.2152185,-3.7139711,-2.296335,-1.2277005,1.937918,6.4848294,5.4960303,6.07583,6.0515494,3.6258514,2.464864,1.6489679,0.42369196,2.0487955,0.7968043,1.0155892,disgust
data/audio/Actor_04\03-01-07-02-02-02-04.wav,-552.21106,44.343517,-10.9074745,3.7676475,-11.894565,-1.5275772,-12.239072,-3.3832269,-13.124718,-11.654501,-9.218627,-2.839418,-7.54649,-6.5063233,-9.6051445,-1.063304,-6.8261704,-7.4371767,-6.612076,-1.6252844,-3.8134396,-3.287848,0.40276727,3.131992,1.8027008,3.3815057,2.08089,1.2336005,1.6777776,3.5107515,0.47871396,0.32101625,-0.71219546,-2.267247,0.9785913,2.1003952,0.95799875,1.3794309,-0.780333,-0.29327804,disgust
data/audio/Actor_04\03-01-08-01-01-01-04.wav,-632.14813,55.13037,-11.448426,2.8375678,-4.156297,-0.5629724,-12.387322,-0.9419133,-9.6177,-9.696,-5.886963,-4.1076927,-5.824546,-4.9936543,-8.737031,-2.5483491,-1.9394096,-5.1461244,-4.360651,-2.0181282,-2.2014942,-2.8342478,-1.5113918,-0.10650916,-0.16264474,1.6330364,2.3741193,0.7741781,0.75430375,1.1565994,-1.3391863,-0.6562686,-0.40240493,-0.977727,0.072987705,-0.10768825,-1.0779408,-0.653681,-0.32568732,2.250681,surprised
data/audio/Actor_04\03-01-08-01-01-02-04.wav,-616.6903,53.155006,-13.383676,3.1072385,-4.9707103,-2.1606867,-12.975248,-0.47676784,-10.4039955,-10.607459,-5.9552855,-2.8042028,-7.1143575,-4.034024,-10.035787,-2.0231397,-1.3053008,-3.6671088,-1.5617063,0.6335156,-1.4668742,-2.1552763,-0.37366053,0.48498428,-0.3152295,1.6929142,0.70609957,0.16967198,-0.9222317,-0.5534343,-1.7351928,-1.4404453,-1.3026211,-0.6241023,1.1842642,1.6340917,-0.16697483,1.4489393,0.06544409,0.47180986,surprised
data/audio/Actor_04\03-01-08-01-02-01-04.wav,-586.83923,52.020912,-8.250874,4.104121,-8.962163,-0.16708848,-15.317616,-1.7943236,-13.023827,-10.802557,-5.9426174,-3.767671,-7.8844404,-5.0128136,-9.547546,-1.9897814,-1.6744742,-4.0490303,-1.6824919,0.94861466,-2.6449525,-1.2919222,-0.052913006,0.79570305,-0.9597264,0.84589213,-1.4525001,-0.8403294,-2.2006173,0.9548675,0.08655483,-0.11129573,0.2242645,0.4868992,0.93055737,1.1965955,-0.2989259,0.47291183,0.06844502,1.2111784,surprised
data/audio/Actor_04\03-01-08-01-02-02-04.wav,-584.8598,51.791794,-13.968862,2.58043,-10.106236,-2.3737285,-14.875517,-0.8849597,-12.832587,-12.883437,-5.811565,-2.6960545,-8.051521,-5.8767943,-10.830483,-2.4395506,-0.57469165,-4.2522674,-1.0609131,0.85470045,-2.9769797,-2.7263198,0.16526194,-0.8059664,-0.9512412,1.2977812,0.033469893,-0.009177949,1.6152627,2.0321877,1.2924787,1.8749337,0.7551283,0.6822222,1.4428049,1.0186688,-0.75690025,1.3247927,0.14794299,0.45856044,surprised
data/audio/Actor_04\03-01-08-02-01-01-04.wav,-514.4334,46.786995,-20.912458,0.3645037,-9.637873,-4.2173777,-15.6945,0.64415294,-11.531986,-13.113554,-4.4939137,-1.5545621,-6.7152343,-2.4989016,-5.306807,2.5441124,1.416205,-2.433995,-2.410917,-0.0061230646,1.0645325,0.7359239,3.5084667,1.811408,-1.5051974,1.2788278,2.832377,3.888179,1.3636855,2.3180664,0.38409808,1.8940681,0.95990777,0.13624175,-0.2597374,-0.22858311,-1.1999366,-0.44673285,-0.2750252,0.670211,surprised
data/audio/Actor_04\03-01-08-02-01-02-04.wav,-521.4643,40.111767,-17.088331,-0.1545688,-9.875235,-3.5395157,-14.183048,-2.2638743,-13.793419,-12.599933,-2.83697,-1.6027918,-3.774725,-1.1861937,-3.5988224,2.0984132,-0.56876516,-4.141024,-4.222977,-0.24721617,-1.4947938,-1.0060863,1.3744675,1.5819755,-0.053808298,1.5493699,2.5624206,2.1435828,2.833758,2.9076757,-0.067133665,0.20947658,-1.3970335,-0.1642337,-0.17263457,-0.88474524,0.7246434,1.7552408,0.010061418,0.18578744,surprised
data/audio/Actor_04\03-01-08-02-02-01-04.wav,-525.2512,43.674725,-15.526364,1.909097,-9.618099,-1.7924359,-14.234855,-2.737251,-12.660791,-9.056192,-3.7469487,-2.885585,-6.650779,-1.8547118,-5.253193,1.3852762,0.152307,-1.7873024,-1.0936626,1.7344937,-0.12979741,0.17276628,3.8415105,2.9668531,0.708598,2.7011113,0.660546,1.5495536,1.0141865,2.2600043,-0.5388865,0.8477087,-0.33758938,0.09293046,1.1463537,0.15552504,-1.789728,1.243462,0.20502701,0.8589738,surprised
data/audio/Actor_04\03-01-08-02-02-02-04.wav,-510.62125,43.665714,-17.165808,2.9127667,-13.560441,-2.3012667,-15.39314,-1.7677385,-15.824572,-11.702564,-4.923459,-5.313554,-9.497405,-4.1266894,-8.799521,0.6376956,-1.880609,-3.744647,-3.0686154,-0.0111426385,-2.9461727,-2.7024124,1.1978554,1.2237672,-0.043229207,2.394454,1.7810696,1.5995443,1.4961035,2.8519757,0.99738294,1.6953535,-0.17321281,2.348591,1.9867204,0.8874649,-0.89368063,0.91214544,1.198918,1.1016594,surprised
data/audio/Actor_05\03-01-01-01-01-01-05.wav,-745.62787,79.435814,11.096165,14.474286,7.888728,15.525535,-2.4213848,4.975185,-0.9164881,-1.1385553,1.285164,1.0312934,2.5144024,1.4759915,0.39726537,0.4433201,0.87547725,0.11267577,3.3259192,-0.27140236,-0.98806185,1.8077971,1.3947799,0.93463206,0.10767035,0.5066471,0.5270901,-1.033523,-0.6196982,0.7436961,-0.8668806,-1.0604105,0.03875676,-0.022301577,0.706185,0.023566116,-0.7662352,0.2653449,0.24578352,0.2968044,neutral
data/audio/Actor_05\03-01-01-01-01-02-05.wav,-770.86664,85.491714,6.573692,15.811795,10.540723,16.954483,-0.7035442,7.914267,-1.6544687,-1.4567353,2.8554604,3.303988,4.837098,3.0313659,1.115178,0.48906702,0.95476454,2.9261756,4.2116218,-0.73686624,0.2516059,1.2515512,2.1405737,2.7969859,-0.28004596,-0.7609611,0.32700953,-0.3306585,-0.40896332,0.41844317,-0.44881758,-0.766697,-0.52857834,0.9819452,1.1276124,-0.46098313,-1.2693086,0.69812036,1.0683417,0.44930238,neutral
data/audio/Actor_05\03-01-01-01-02-01-05.wav,-717.5823,78.185074,5.866374,13.89903,9.541054,13.190982,-4.5445065,6.119659,-1.285196,-4.528586,-3.6096153,2.6806617,2.2844653,1.0578864,0.88083464,-0.27357504,-0.40442434,0.513644,2.8605409,-1.0244575,-1.6671076,-0.11754165,1.8646718,1.8179575,-1.8514575,-1.0438279,0.2538537,-1.604238,-2.0172894,-0.41546565,-0.11071557,1.070391,-0.49074185,-0.34361255,-0.2791387,0.09942139,1.3664641,0.13348645,-0.057221167,-0.7372141,neutral
data/audio/Actor_05\03-01-01-01-02-02-05.wav,-743.37396,79.36496,9.5264225,17.085663,7.9080863,13.541262,-3.4233587,6.993732,-2.1070848,-4.7845626,-0.5450685,2.7404084,1.3729208,2.8143997,2.321324,0.5997009,-0.08708462,1.0609176,4.2175364,-0.62472796,-0.31763643,1.2958246,1.744309,1.3459048,-1.6655732,-0.87010914,1.0146277,-1.550858,-0.30420384,0.41001043,-1.0911667,0.64756805,-0.08905065,0.9612293,0.13400127,0.57048464,-0.19487025,-0.47759897,0.527953,-0.32909116,neutral
data/audio/Actor_05\03-01-02-01-01-01-05.wav,-771.8971,89.86551,9.974906,20.97704,9.715435,10.355269,-0.349787,3.5301304,0.46184224,0.7788866,2.690211,1.9315164,3.564623,3.7229886,1.2044247,-0.48129135,-0.2240281,2.3154235,2.9702258,-2.0963833,-0.8801958,1.6341747,0.84408516,0.3354795,1.1121678,0.961529,-1.1472983,-1.2685349,-0.9831928,0.3328374,0.83931524,0.96854484,-1.0149084,1.1802334,0.38988078,-1.0298954,-0.020441825,0.13890623,0.044869132,0.4947194,calm
data/audio/Actor_05\03-01-02-01-01-02-05.wav,-804.9232,80.672035,11.463864,24.329596,12.855053,9.199524,1.4415292,4.7873425,1.5345402,0.30472475,5.752466,2.2068622,2.3233483,6.0897374,0.558005,-0.0941847,0.24744223,2.3874185,3.8560503,-1.9286377,0.3079189,1.6376162,0.93465114,1.9374355,0.5042402,0.7806792,-0.64230967,-1.795971,-0.8437865,0.8520397,1.0135757,0.9842071,-1.0157126,0.5306606,1.4725118,-0.89208794,-0.98324305,-0.44778734,-0.55720705,-0.47246134,calm
